Period	Frame	Time [s]	player	x	y
1	20434	817.36	22	0.30062	0.66542
1	20434	817.36	23	0.23562	0.16692
1	20434	817.36	24	0.20022	0.4077
1	20434	817.36	25	0.80277	0.44811
1	20435	817.4	15	0.47488	0.12465
1	20435	817.4	16	0.50856	0.29641
1	20435	817.4	17	0.48389	0.45373
1	20435	817.4	18	0.33309	0.0575
1	20435	817.4	19	0.20998	0.07064
1	20435	817.4	20	0.37247	0.28183
1	20435	817.4	21	0.30459	0.12214
1	20435	817.4	22	0.30096	0.66433
1	20435	817.4	23	0.23576	0.16655
1	20435	817.4	24	0.20041	0.40713
1	20435	817.4	25	0.80255	0.448
1	20436	817.44	15	0.47398	0.12377
1	20436	817.44	16	0.50871	0.2961
1	20436	817.44	17	0.48429	0.4538
1	20436	817.44	18	0.33273	0.0571
1	20436	817.44	19	0.21097	0.06942
1	20436	817.44	20	0.37259	0.28186
1	20436	817.44	21	0.30463	0.1214
1	20436	817.44	22	0.30134	0.66327
1	20436	817.44	23	0.2359	0.16624
1	20436	817.44	24	0.20064	0.40657
1	20436	817.44	25	0.80234	0.44789
1	20437	817.48	15	0.47306	0.12287
1	20437	817.48	16	0.50889	0.29577
1	20437	817.48	17	0.48471	0.45384
1	20437	817.48	18	0.33239	0.05676
1	20437	817.48	19	0.21203	0.06823
1	20437	817.48	20	0.3727	0.28187
1	20437	817.48	21	0.3047	0.12063
1	20437	817.48	22	0.30172	0.66217
1	20437	817.48	23	0.23602	0.16574
1	20437	817.48	24	0.20089	0.40595
1	20437	817.48	25	0.80214	0.44778
1	20438	817.52	15	0.47214	0.12204
1	20438	817.52	16	0.50907	0.29548
1	20438	817.52	17	0.48514	0.4539
1	20438	817.52	18	0.33206	0.0565
1	20438	817.52	19	0.21312	0.06701
1	20438	817.52	20	0.37282	0.28192
1	20438	817.52	21	0.30477	0.11991
1	20438	817.52	22	0.30215	0.66109
1	20438	817.52	23	0.23613	0.1653
1	20438	817.52	24	0.20117	0.40536
1	20438	817.52	25	0.80195	0.44767
1	20439	817.56	15	0.4712	0.12128
1	20439	817.56	16	0.50927	0.29516
1	20439	817.56	17	0.48558	0.45393
1	20439	817.56	18	0.33174	0.05621
1	20439	817.56	19	0.21427	0.06584
1	20439	817.56	20	0.37297	0.282
1	20439	817.56	21	0.30489	0.11925
1	20439	817.56	22	0.30261	0.66
1	20439	817.56	23	0.23626	0.16482
1	20439	817.56	24	0.20147	0.40472
1	20439	817.56	25	0.80177	0.44749
1	20440	817.6	15	0.47023	0.1205
1	20440	817.6	16	0.50948	0.29488
1	20440	817.6	17	0.48603	0.45398
1	20440	817.6	18	0.33144	0.05599
1	20440	817.6	19	0.21546	0.06462
1	20440	817.6	20	0.37312	0.28205
1	20440	817.6	21	0.30495	0.11831
1	20440	817.6	22	0.3031	0.65893
1	20440	817.6	23	0.23643	0.16429
1	20440	817.6	24	0.2018	0.40409
1	20440	817.6	25	0.80162	0.44724
1	20441	817.64	15	0.46924	0.11971
1	20441	817.64	16	0.50971	0.29457
1	20441	817.64	17	0.4865	0.45406
1	20441	817.64	18	0.33113	0.05574
1	20441	817.64	19	0.21669	0.06345
1	20441	817.64	20	0.3733	0.28213
1	20441	817.64	21	0.30503	0.11745
1	20441	817.64	22	0.30364	0.6579
1	20441	817.64	23	0.2366	0.16364
1	20441	817.64	24	0.20214	0.40341
1	20441	817.64	25	0.8015	0.44692
1	20442	817.68	15	0.46822	0.119
1	20442	817.68	16	0.50998	0.29428
1	20442	817.68	17	0.48698	0.4541
1	20442	817.68	18	0.33082	0.05538
1	20442	817.68	19	0.21798	0.06234
1	20442	817.68	20	0.37351	0.28225
1	20442	817.68	21	0.30512	0.11671
1	20442	817.68	22	0.30421	0.65688
1	20442	817.68	23	0.2368	0.16313
1	20442	817.68	24	0.20256	0.4028
1	20442	817.68	25	0.80139	0.44658
1	20443	817.72	15	0.46718	0.11827
1	20443	817.72	16	0.51026	0.29397
1	20443	817.72	17	0.48749	0.45416
1	20443	817.72	18	0.33054	0.05518
1	20443	817.72	19	0.21928	0.06118
1	20443	817.72	20	0.37371	0.28234
1	20443	817.72	21	0.30524	0.11608
1	20443	817.72	22	0.30481	0.65586
1	20443	817.72	23	0.237	0.16259
1	20443	817.72	24	0.20299	0.40214
1	20443	817.72	25	0.8013	0.44624
1	20444	817.76	15	0.4661	0.11753
1	20444	817.76	16	0.51056	0.29363
1	20444	817.76	17	0.488	0.45424
1	20444	817.76	18	0.33026	0.05495
1	20444	817.76	19	0.22066	0.06008
1	20444	817.76	20	0.37395	0.28245
1	20444	817.76	21	0.30536	0.1156
1	20444	817.76	22	0.30544	0.65487
1	20444	817.76	23	0.23716	0.16212
1	20444	817.76	24	0.20343	0.40144
1	20444	817.76	25	0.80119	0.44597
1	20445	817.8	15	0.465	0.11686
1	20445	817.8	16	0.51087	0.29333
1	20445	817.8	17	0.48854	0.45439
1	20445	817.8	18	0.32994	0.05461
1	20445	817.8	19	0.22206	0.05905
1	20445	817.8	20	0.37421	0.2826
1	20445	817.8	21	0.30547	0.1153
1	20445	817.8	22	0.30611	0.6539
1	20445	817.8	23	0.23732	0.16162
1	20445	817.8	24	0.20393	0.4008
1	20445	817.8	25	0.80108	0.44577
1	20446	817.84	15	0.4639	0.11625
1	20446	817.84	16	0.51121	0.29299
1	20446	817.84	17	0.48909	0.4544
1	20446	817.84	18	0.32963	0.05425
1	20446	817.84	19	0.22349	0.05797
1	20446	817.84	20	0.37451	0.28285
1	20446	817.84	21	0.30553	0.1151
1	20446	817.84	22	0.3068	0.65293
1	20446	817.84	23	0.23748	0.16109
1	20446	817.84	24	0.20444	0.40012
1	20446	817.84	25	0.80096	0.44563
1	20447	817.88	15	0.46277	0.11564
1	20447	817.88	16	0.51155	0.2927
1	20447	817.88	17	0.48965	0.45449
1	20447	817.88	18	0.32932	0.05397
1	20447	817.88	19	0.22498	0.05695
1	20447	817.88	20	0.37481	0.28314
1	20447	817.88	21	0.3055	0.11489
1	20447	817.88	22	0.30751	0.65195
1	20447	817.88	23	0.23764	0.16043
1	20447	817.88	24	0.205	0.39944
1	20447	817.88	25	0.80087	0.44547
1	20448	817.92	15	0.4616	0.11502
1	20448	817.92	16	0.51192	0.29244
1	20448	817.92	17	0.49023	0.4546
1	20448	817.92	18	0.32902	0.05365
1	20448	817.92	19	0.22652	0.05599
1	20448	817.92	20	0.37512	0.28333
1	20448	817.92	21	0.30543	0.11494
1	20448	817.92	22	0.30825	0.651
1	20448	817.92	23	0.23777	0.16003
1	20448	817.92	24	0.20559	0.39878
1	20448	817.92	25	0.80083	0.44524
1	20449	817.96	15	0.4604	0.11439
1	20449	817.96	16	0.51228	0.29223
1	20449	817.96	17	0.49082	0.45473
1	20449	817.96	18	0.32877	0.0534
1	20449	817.96	19	0.22807	0.055
1	20449	817.96	20	0.37545	0.28356
1	20449	817.96	21	0.30527	0.11499
1	20449	817.96	22	0.30901	0.65008
1	20449	817.96	23	0.23796	0.15967
1	20449	817.96	24	0.20621	0.39814
1	20449	817.96	25	0.80081	0.44502
1	20450	818.0	15	0.45919	0.11383
1	20450	818.0	16	0.51265	0.29193
1	20450	818.0	17	0.49142	0.45482
1	20450	818.0	18	0.32854	0.05322
1	20450	818.0	19	0.22967	0.05408
1	20450	818.0	20	0.37581	0.28388
1	20450	818.0	21	0.30508	0.11502
1	20450	818.0	22	0.3098	0.64915
1	20450	818.0	23	0.2381	0.15939
1	20450	818.0	24	0.20686	0.39751
1	20450	818.0	25	0.80081	0.44479
1	20451	818.04	15	0.45794	0.11335
1	20451	818.04	16	0.51302	0.29167
1	20451	818.04	17	0.49203	0.45489
1	20451	818.04	18	0.32834	0.05301
1	20451	818.04	19	0.23126	0.05314
1	20451	818.04	20	0.37619	0.28425
1	20451	818.04	21	0.30491	0.11557
1	20451	818.04	22	0.31062	0.6483
1	20451	818.04	23	0.23827	0.15907
1	20451	818.04	24	0.20752	0.39677
1	20451	818.04	25	0.80083	0.44456
1	20452	818.08	15	0.45667	0.11286
1	20452	818.08	16	0.51342	0.29145
1	20452	818.08	17	0.49265	0.45499
1	20452	818.08	18	0.32818	0.05287
1	20452	818.08	19	0.23291	0.05247
1	20452	818.08	20	0.37658	0.28459
1	20452	818.08	21	0.30476	0.11592
1	20452	818.08	22	0.31148	0.64747
1	20452	818.08	23	0.23841	0.15874
1	20452	818.08	24	0.20821	0.39605
1	20452	818.08	25	0.80086	0.44438
1	20453	818.12	15	0.45537	0.11246
1	20453	818.12	16	0.51383	0.29121
1	20453	818.12	17	0.49329	0.45505
1	20453	818.12	18	0.32809	0.05278
1	20453	818.12	19	0.2346	0.05187
1	20453	818.12	20	0.37698	0.2849
1	20453	818.12	21	0.30471	0.11623
1	20453	818.12	22	0.31237	0.64664
1	20453	818.12	23	0.23861	0.15835
1	20453	818.12	24	0.20893	0.39528
1	20453	818.12	25	0.80089	0.44426
1	20454	818.16	15	0.45404	0.11205
1	20454	818.16	16	0.51423	0.29102
1	20454	818.16	17	0.49393	0.45513
1	20454	818.16	18	0.32805	0.05276
1	20454	818.16	19	0.2363	0.05135
1	20454	818.16	20	0.37741	0.28525
1	20454	818.16	21	0.30477	0.11647
1	20454	818.16	22	0.31326	0.64581
1	20454	818.16	23	0.23882	0.15821
1	20454	818.16	24	0.20967	0.39454
1	20454	818.16	25	0.80094	0.44415
1	20455	818.2	15	0.4527	0.11172
1	20455	818.2	16	0.51466	0.29081
1	20455	818.2	17	0.49458	0.45524
1	20455	818.2	18	0.32811	0.0529
1	20455	818.2	19	0.23804	0.05082
1	20455	818.2	20	0.37784	0.2855
1	20455	818.2	21	0.30493	0.1164
1	20455	818.2	22	0.31419	0.64502
1	20455	818.2	23	0.23908	0.15804
1	20455	818.2	24	0.21046	0.39387
1	20455	818.2	25	0.80099	0.44406
1	20456	818.24	15	0.45136	0.11155
1	20456	818.24	16	0.51509	0.29064
1	20456	818.24	17	0.49523	0.45538
1	20456	818.24	18	0.32824	0.05309
1	20456	818.24	19	0.2398	0.05037
1	20456	818.24	20	0.37827	0.28573
1	20456	818.24	21	0.3053	0.1159
1	20456	818.24	22	0.31514	0.64422
1	20456	818.24	23	0.23935	0.15784
1	20456	818.24	24	0.21126	0.39311
1	20456	818.24	25	0.80103	0.44403
1	20457	818.28	15	0.45001	0.11137
1	20457	818.28	16	0.51553	0.29052
1	20457	818.28	17	0.49588	0.45555
1	20457	818.28	18	0.32844	0.05325
1	20457	818.28	19	0.2416	0.05
1	20457	818.28	20	0.37873	0.28593
1	20457	818.28	21	0.30567	0.114
1	20457	818.28	22	0.31612	0.64346
1	20457	818.28	23	0.23964	0.15761
1	20457	818.28	24	0.21211	0.39243
1	20457	818.28	25	0.80108	0.44403
1	20458	818.32	15	0.44865	0.11119
1	20458	818.32	16	0.51597	0.29039
1	20458	818.32	17	0.49653	0.45571
1	20458	818.32	18	0.32874	0.05356
1	20458	818.32	19	0.24339	0.04962
1	20458	818.32	20	0.3792	0.28618
1	20458	818.32	21	0.30625	0.1132
1	20458	818.32	22	0.31713	0.64273
1	20458	818.32	23	0.23994	0.15745
1	20458	818.32	24	0.21297	0.39165
1	20458	818.32	25	0.80113	0.44403
1	20459	818.36	15	0.44728	0.1111
1	20459	818.36	16	0.51642	0.29025
1	20459	818.36	17	0.49718	0.45589
1	20459	818.36	18	0.32911	0.05395
1	20459	818.36	19	0.24521	0.04924
1	20459	818.36	20	0.37969	0.28641
1	20459	818.36	21	0.30674	0.11173
1	20459	818.36	22	0.31815	0.64197
1	20459	818.36	23	0.24028	0.15727
1	20459	818.36	24	0.21385	0.39083
1	20459	818.36	25	0.8012	0.44403
1	20460	818.4	15	0.4459	0.11099
1	20460	818.4	16	0.51686	0.29017
1	20460	818.4	17	0.49783	0.4561
1	20460	818.4	18	0.32957	0.05449
1	20460	818.4	19	0.24675	0.04812
1	20460	818.4	20	0.38017	0.28662
1	20460	818.4	21	0.30764	0.11102
1	20460	818.4	22	0.3192	0.64125
1	20460	818.4	23	0.24062	0.15725
1	20460	818.4	24	0.21475	0.38998
1	20460	818.4	25	0.80129	0.44403
1	20461	818.44	15	0.44453	0.11097
1	20461	818.44	16	0.5173	0.29
1	20461	818.44	17	0.49847	0.45635
1	20461	818.44	18	0.33012	0.05519
1	20461	818.44	19	0.24835	0.0472
1	20461	818.44	20	0.38067	0.28689
1	20461	818.44	21	0.30905	0.11263
1	20461	818.44	22	0.32027	0.64053
1	20461	818.44	23	0.24101	0.15721
1	20461	818.44	24	0.21569	0.38916
1	20461	818.44	25	0.80139	0.44403
1	20462	818.48	15	0.44318	0.11094
1	20462	818.48	16	0.51774	0.28983
1	20462	818.48	17	0.49911	0.45663
1	20462	818.48	18	0.33075	0.05596
1	20462	818.48	19	0.24999	0.04647
1	20462	818.48	20	0.38118	0.28706
1	20462	818.48	21	0.31068	0.10928
1	20462	818.48	22	0.32135	0.63978
1	20462	818.48	23	0.24139	0.15707
1	20462	818.48	24	0.21665	0.3883
1	20462	818.48	25	0.8015	0.44403
1	20463	818.52	15	0.44183	0.11099
1	20463	818.52	16	0.51819	0.28972
1	20463	818.52	17	0.49973	0.4569
1	20463	818.52	18	0.33147	0.0568
1	20463	818.52	19	0.25169	0.04594
1	20463	818.52	20	0.3817	0.28729
1	20463	818.52	21	0.31231	0.10592
1	20463	818.52	22	0.32245	0.63907
1	20463	818.52	23	0.2418	0.15682
1	20463	818.52	24	0.21763	0.38742
1	20463	818.52	25	0.80161	0.44403
1	20464	818.56	15	0.44051	0.11104
1	20464	818.56	16	0.51863	0.28961
1	20464	818.56	17	0.50035	0.45721
1	20464	818.56	18	0.33229	0.0577
1	20464	818.56	19	0.25342	0.04571
1	20464	818.56	20	0.38221	0.28752
1	20464	818.56	21	0.31396	0.10253
1	20464	818.56	22	0.32355	0.63833
1	20464	818.56	23	0.24218	0.15658
1	20464	818.56	24	0.21865	0.3865
1	20464	818.56	25	0.80175	0.44403
1	20465	818.6	15	0.43922	0.11125
1	20465	818.6	16	0.51906	0.28942
1	20465	818.6	17	0.50094	0.45756
1	20465	818.6	18	0.33317	0.05868
1	20465	818.6	19	0.25518	0.04581
1	20465	818.6	20	0.38274	0.28772
1	20465	818.6	21	0.31561	0.09914
1	20465	818.6	22	0.32468	0.63763
1	20465	818.6	23	0.24255	0.15634
1	20465	818.6	24	0.2197	0.38562
1	20465	818.6	25	0.8019	0.44405
1	20466	818.64	15	0.43794	0.11146
1	20466	818.64	16	0.51949	0.2893
1	20466	818.64	17	0.50153	0.45795
1	20466	818.64	18	0.33415	0.05983
1	20466	818.64	19	0.25692	0.04582
1	20466	818.64	20	0.38329	0.28798
1	20466	818.64	21	0.31727	0.09573
1	20466	818.64	22	0.32585	0.63702
1	20466	818.64	23	0.24287	0.15612
1	20466	818.64	24	0.22078	0.38471
1	20466	818.64	25	0.80205	0.44414
1	20467	818.68	15	0.43667	0.11158
1	20467	818.68	16	0.51992	0.28918
1	20467	818.68	17	0.50209	0.45838
1	20467	818.68	18	0.33431	0.06024
1	20467	818.68	19	0.25867	0.04595
1	20467	818.68	20	0.38384	0.28824
1	20467	818.68	21	0.31893	0.0923
1	20467	818.68	22	0.32703	0.63642
1	20467	818.68	23	0.24316	0.15582
1	20467	818.68	24	0.22187	0.38371
1	20467	818.68	25	0.80219	0.44425
1	20468	818.72	15	0.4354	0.1118
1	20468	818.72	16	0.52034	0.28906
1	20468	818.72	17	0.50265	0.45886
1	20468	818.72	18	0.33452	0.06076
1	20468	818.72	19	0.2604	0.046
1	20468	818.72	20	0.38441	0.28855
1	20468	818.72	21	0.32061	0.08885
1	20468	818.72	22	0.32822	0.6358
1	20468	818.72	23	0.24349	0.15561
1	20468	818.72	24	0.223	0.38269
1	20468	818.72	25	0.80235	0.44436
1	20469	818.76	15	0.43416	0.11203
1	20469	818.76	16	0.52075	0.28895
1	20469	818.76	17	0.50318	0.45928
1	20469	818.76	18	0.33472	0.06123
1	20469	818.76	19	0.26211	0.04598
1	20469	818.76	20	0.38498	0.28872
1	20469	818.76	21	0.32189	0.08921
1	20469	818.76	22	0.32943	0.63518
1	20469	818.76	23	0.24381	0.1554
1	20469	818.76	24	0.22416	0.3817
1	20469	818.76	25	0.80252	0.44448
1	20470	818.8	15	0.43296	0.11234
1	20470	818.8	16	0.52114	0.28885
1	20470	818.8	17	0.5037	0.45969
1	20470	818.8	18	0.33497	0.06178
1	20470	818.8	19	0.2638	0.04598
1	20470	818.8	20	0.38555	0.28897
1	20470	818.8	21	0.32294	0.08914
1	20470	818.8	22	0.33065	0.63454
1	20470	818.8	23	0.24414	0.15521
1	20470	818.8	24	0.22535	0.38071
1	20470	818.8	25	0.8027	0.44459
1	20471	818.84	15	0.43178	0.11267
1	20471	818.84	16	0.52155	0.28875
1	20471	818.84	17	0.50419	0.46016
1	20471	818.84	18	0.33532	0.06243
1	20471	818.84	19	0.26547	0.04604
1	20471	818.84	20	0.38611	0.28922
1	20471	818.84	21	0.32411	0.08843
1	20471	818.84	22	0.33189	0.63392
1	20471	818.84	23	0.24443	0.15505
1	20471	818.84	24	0.22655	0.37964
1	20471	818.84	25	0.80288	0.4447
1	20472	818.88	15	0.43065	0.11309
1	20472	818.88	16	0.52194	0.28867
1	20472	818.88	17	0.50464	0.46069
1	20472	818.88	18	0.33572	0.06322
1	20472	818.88	19	0.26713	0.04614
1	20472	818.88	20	0.38671	0.28954
1	20472	818.88	21	0.32497	0.08911
1	20472	818.88	22	0.33314	0.63329
1	20472	818.88	23	0.24474	0.155
1	20472	818.88	24	0.2278	0.37862
1	20472	818.88	25	0.80308	0.44481
1	20473	818.92	15	0.42956	0.11362
1	20473	818.92	16	0.52231	0.28869
1	20473	818.92	17	0.50506	0.46129
1	20473	818.92	18	0.33624	0.06406
1	20473	818.92	19	0.26875	0.0463
1	20473	818.92	20	0.38729	0.28974
1	20473	818.92	21	0.32552	0.09055
1	20473	818.92	22	0.33441	0.63267
1	20473	818.92	23	0.24502	0.15492
1	20473	818.92	24	0.22906	0.37762
1	20473	818.92	25	0.80329	0.44493
1	20474	818.96	15	0.4285	0.11417
1	20474	818.96	16	0.52268	0.28865
1	20474	818.96	17	0.50546	0.46199
1	20474	818.96	18	0.33687	0.06496
1	20474	818.96	19	0.27039	0.04661
1	20474	818.96	20	0.38789	0.29003
1	20474	818.96	21	0.32605	0.09141
1	20474	818.96	22	0.33572	0.63209
1	20474	818.96	23	0.2453	0.15487
1	20474	818.96	24	0.23034	0.37663
1	20474	818.96	25	0.80351	0.44504
1	20475	819.0	15	0.42747	0.11483
1	20475	819.0	16	0.52304	0.28871
1	20475	819.0	17	0.50583	0.46266
1	20475	819.0	18	0.33766	0.06594
1	20475	819.0	19	0.27199	0.04698
1	20475	819.0	20	0.38851	0.29032
1	20475	819.0	21	0.32665	0.09222
1	20475	819.0	22	0.33705	0.6315
1	20475	819.0	23	0.24557	0.15477
1	20475	819.0	24	0.23165	0.37564
1	20475	819.0	25	0.80374	0.44515
1	20476	819.04	15	0.42649	0.11553
1	20476	819.04	16	0.52339	0.28881
1	20476	819.04	17	0.50616	0.46345
1	20476	819.04	18	0.33864	0.06686
1	20476	819.04	19	0.27357	0.04742
1	20476	819.04	20	0.38912	0.29058
1	20476	819.04	21	0.32756	0.09296
1	20476	819.04	22	0.33839	0.63095
1	20476	819.04	23	0.24584	0.15473
1	20476	819.04	24	0.233	0.37473
1	20476	819.04	25	0.80398	0.44526
1	20477	819.08	15	0.42556	0.11633
1	20477	819.08	16	0.52372	0.28894
1	20477	819.08	17	0.50644	0.46422
1	20477	819.08	18	0.33988	0.06808
1	20477	819.08	19	0.27512	0.04785
1	20477	819.08	20	0.38972	0.29087
1	20477	819.08	21	0.32864	0.09325
1	20477	819.08	22	0.33975	0.63039
1	20477	819.08	23	0.24613	0.15455
1	20477	819.08	24	0.23436	0.37378
1	20477	819.08	25	0.80422	0.44537
1	20478	819.12	15	0.42466	0.11718
1	20478	819.12	16	0.52405	0.2891
1	20478	819.12	17	0.50669	0.46511
1	20478	819.12	18	0.34149	0.06967
1	20478	819.12	19	0.27667	0.04844
1	20478	819.12	20	0.39033	0.29119
1	20478	819.12	21	0.32974	0.09332
1	20478	819.12	22	0.34113	0.6298
1	20478	819.12	23	0.24643	0.15452
1	20478	819.12	24	0.23576	0.37291
1	20478	819.12	25	0.80448	0.44549
1	20479	819.16	15	0.42381	0.11807
1	20479	819.16	16	0.52438	0.2893
1	20479	819.16	17	0.50691	0.46597
1	20479	819.16	18	0.3436	0.07172
1	20479	819.16	19	0.27818	0.04902
1	20479	819.16	20	0.39095	0.29148
1	20479	819.16	21	0.33081	0.0931
1	20479	819.16	22	0.34252	0.62922
1	20479	819.16	23	0.24674	0.15445
1	20479	819.16	24	0.23716	0.37201
1	20479	819.16	25	0.80475	0.4456
1	20480	819.2	15	0.42301	0.119
1	20480	819.2	16	0.52469	0.2896
1	20480	819.2	17	0.50708	0.46682
1	20480	819.2	18	0.34613	0.07422
1	20480	819.2	19	0.27966	0.04959
1	20480	819.2	20	0.3916	0.29187
1	20480	819.2	21	0.33189	0.09253
1	20480	819.2	22	0.34391	0.62857
1	20480	819.2	23	0.24704	0.15446
1	20480	819.2	24	0.23858	0.37115
1	20480	819.2	25	0.80503	0.44569
1	20481	819.24	15	0.42226	0.12005
1	20481	819.24	16	0.52499	0.28989
1	20481	819.24	17	0.50721	0.46774
1	20481	819.24	18	0.34898	0.07683
1	20481	819.24	19	0.28114	0.05034
1	20481	819.24	20	0.39225	0.29229
1	20481	819.24	21	0.333	0.09173
1	20481	819.24	22	0.34532	0.62793
1	20481	819.24	23	0.24736	0.15443
1	20481	819.24	24	0.24004	0.37038
1	20481	819.24	25	0.80533	0.44571
1	20482	819.28	15	0.42156	0.12115
1	20482	819.28	16	0.52527	0.29028
1	20482	819.28	17	0.5073	0.46871
1	20482	819.28	18	0.35224	0.07959
1	20482	819.28	19	0.28259	0.05108
1	20482	819.28	20	0.39292	0.29282
1	20482	819.28	21	0.3341	0.09118
1	20482	819.28	22	0.34675	0.6273
1	20482	819.28	23	0.24768	0.15448
1	20482	819.28	24	0.24152	0.36965
1	20482	819.28	25	0.80563	0.44575
1	20483	819.32	15	0.42091	0.12213
1	20483	819.32	16	0.52555	0.29066
1	20483	819.32	17	0.50731	0.46971
1	20483	819.32	18	0.35581	0.08266
1	20483	819.32	19	0.28404	0.05192
1	20483	819.32	20	0.3936	0.29333
1	20483	819.32	21	0.33572	0.09111
1	20483	819.32	22	0.3482	0.6266
1	20483	819.32	23	0.24802	0.1545
1	20483	819.32	24	0.24301	0.3689
1	20483	819.32	25	0.8059	0.44586
1	20484	819.36	15	0.42032	0.12316
1	20484	819.36	16	0.52582	0.29109
1	20484	819.36	17	0.50729	0.47075
1	20484	819.36	18	0.35943	0.08633
1	20484	819.36	19	0.28544	0.05276
1	20484	819.36	20	0.39431	0.29394
1	20484	819.36	21	0.33673	0.09129
1	20484	819.36	22	0.34966	0.62589
1	20484	819.36	23	0.24835	0.15453
1	20484	819.36	24	0.24453	0.36826
1	20484	819.36	25	0.80618	0.44604
1	20485	819.4	15	0.41981	0.12432
1	20485	819.4	16	0.52609	0.2915
1	20485	819.4	17	0.50721	0.47174
1	20485	819.4	18	0.36304	0.08986
1	20485	819.4	19	0.28681	0.05371
1	20485	819.4	20	0.39502	0.29461
1	20485	819.4	21	0.33774	0.09177
1	20485	819.4	22	0.35113	0.62512
1	20485	819.4	23	0.24868	0.15472
1	20485	819.4	24	0.24605	0.3676
1	20485	819.4	25	0.80646	0.44626
1	20486	819.44	15	0.41935	0.12553
1	20486	819.44	16	0.52634	0.29197
1	20486	819.44	17	0.50708	0.47272
1	20486	819.44	18	0.36671	0.09379
1	20486	819.44	19	0.28816	0.05468
1	20486	819.44	20	0.39572	0.29527
1	20486	819.44	21	0.33871	0.09233
1	20486	819.44	22	0.3526	0.62434
1	20486	819.44	23	0.24898	0.15501
1	20486	819.44	24	0.24759	0.36701
1	20486	819.44	25	0.80676	0.44649
1	20487	819.48	15	0.41895	0.12663
1	20487	819.48	16	0.52657	0.29243
1	20487	819.48	17	0.50689	0.47375
1	20487	819.48	18	0.37029	0.09746
1	20487	819.48	19	0.28949	0.05565
1	20487	819.48	20	0.39643	0.29598
1	20487	819.48	21	0.33963	0.09278
1	20487	819.48	22	0.35408	0.62351
1	20487	819.48	23	0.24928	0.15512
1	20487	819.48	24	0.24915	0.36645
1	20487	819.48	25	0.80705	0.44676
1	20488	819.52	15	0.4186	0.12787
1	20488	819.52	16	0.52679	0.29302
1	20488	819.52	17	0.50665	0.47483
1	20488	819.52	18	0.37383	0.10258
1	20488	819.52	19	0.29079	0.05673
1	20488	819.52	20	0.39718	0.2968
1	20488	819.52	21	0.34054	0.09344
1	20488	819.52	22	0.35557	0.62258
1	20488	819.52	23	0.24957	0.15532
1	20488	819.52	24	0.25074	0.36601
1	20488	819.52	25	0.80735	0.4471
1	20489	819.56	15	0.41834	0.12916
1	20489	819.56	16	0.52699	0.29366
1	20489	819.56	17	0.50635	0.4759
1	20489	819.56	18	0.36607	0.08859
1	20489	819.56	19	0.29205	0.05783
1	20489	819.56	20	0.39793	0.29774
1	20489	819.56	21	0.34142	0.09421
1	20489	819.56	22	0.35707	0.62165
1	20489	819.56	23	0.24994	0.15549
1	20489	819.56	24	0.25234	0.36564
1	20489	819.56	25	0.80769	0.44737
1	20490	819.6	15	0.41814	0.13043
1	20490	819.6	16	0.52717	0.29437
1	20490	819.6	17	0.50598	0.47689
1	20490	819.6	18	0.35817	0.07434
1	20490	819.6	19	0.29328	0.05894
1	20490	819.6	20	0.39867	0.29867
1	20490	819.6	21	0.34228	0.095
1	20490	819.6	22	0.35857	0.62067
1	20490	819.6	23	0.25029	0.15568
1	20490	819.6	24	0.25394	0.36525
1	20490	819.6	25	0.80806	0.44757
1	20491	819.64	15	0.418	0.13168
1	20491	819.64	16	0.52735	0.29514
1	20491	819.64	17	0.50557	0.47802
1	20491	819.64	18	0.35011	0.05982
1	20491	819.64	19	0.2945	0.06017
1	20491	819.64	20	0.39941	0.2996
1	20491	819.64	21	0.34319	0.0955
1	20491	819.64	22	0.36009	0.61964
1	20491	819.64	23	0.25065	0.15596
1	20491	819.64	24	0.25555	0.36488
1	20491	819.64	25	0.80846	0.4477
1	20492	819.68	15	0.41794	0.13299
1	20492	819.68	16	0.5275	0.29597
1	20492	819.68	17	0.50509	0.47911
1	20492	819.68	18	0.3419	0.04503
1	20492	819.68	19	0.29568	0.06142
1	20492	819.68	20	0.40017	0.30058
1	20492	819.68	21	0.34407	0.09611
1	20492	819.68	22	0.36162	0.61857
1	20492	819.68	23	0.25099	0.15627
1	20492	819.68	24	0.25717	0.36456
1	20492	819.68	25	0.80885	0.4479
1	20493	819.72	15	0.41796	0.13443
1	20493	819.72	16	0.52764	0.29687
1	20493	819.72	17	0.50456	0.4802
1	20493	819.72	18	0.33353	0.02994
1	20493	819.72	19	0.29683	0.06259
1	20493	819.72	20	0.40095	0.30176
1	20493	819.72	21	0.34495	0.09664
1	20493	819.72	22	0.36316	0.61746
1	20493	819.72	23	0.25139	0.15637
1	20493	819.72	24	0.25881	0.3643
1	20493	819.72	25	0.8092	0.44824
1	20494	819.76	15	0.41806	0.13585
1	20494	819.76	16	0.52777	0.29782
1	20494	819.76	17	0.50399	0.48125
1	20494	819.76	18	0.32499	0.01456
1	20494	819.76	19	0.29797	0.06396
1	20494	819.76	20	0.40175	0.30298
1	20494	819.76	21	0.34581	0.09727
1	20494	819.76	22	0.36473	0.61634
1	20494	819.76	23	0.25177	0.15658
1	20494	819.76	24	0.26046	0.36411
1	20494	819.76	25	0.80956	0.44857
1	20495	819.8	15	0.4182	0.13726
1	20495	819.8	16	0.52791	0.29895
